id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class_number_of_rings,shell_humidity_weight
2368,F,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11,0.29
2369,I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,0.14
2370,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,0.32
2371,F,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10,0.25
2372,I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14,0.13
2373,F,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9,0.31
2374,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11,0.35
2375,I,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,8,0.11
2376,F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8,0.05
2377,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8,0.3
2378,F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10,0.2
2379,F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8,0.24
2380,M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9,0.2
2381,M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18,0.42
2382,I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,0.07
2383,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19,0.32
2384,I,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7,0.22
2385,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17,0.15
2386,I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7,0.14
2387,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8,0.21
2388,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9,0.33
2389,I,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,0.16
2390,I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9,0.16
2391,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9,0.35
2392,I,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6,0.03
2393,F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8,0.11
2394,M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10,0.37
2395,F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13,0.43
2396,F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14,0.28
2397,M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15,0.24
2398,M,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11,0.14
2399,F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10,0.28
2400,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11,0.14
2401,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,0.31
2402,I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,0.05
2403,F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8,0.32
2404,I,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7,0.07
2405,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11,0.45
2406,F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23,0.41
2407,M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9,0.11
2408,M,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10,0.3
2409,M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9,0.26
2410,I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10,0.36
2411,I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7,0.08
2412,M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16,0.1
2413,M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8,0.16
2414,I,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8,0.2
2415,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9,0.13
2416,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6,0.05
2417,I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11,0.25
2418,I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,0.07
2419,F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,0.17
2420,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11,0.24
2421,F,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9,0.23
2422,F,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,0.2
2423,F,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11,0.35
2424,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,0.12
2425,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16,0.53
2426,F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17,0.14
2427,F,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,10,0.15
2428,I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18,0.31
2429,I,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7,0.06
2430,F,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9,0.19
2431,I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4,0.03
2432,F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12,0.27
2433,F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10,0.14
2434,I,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8,0.09
2435,I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9,0.06
2436,I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6,0.03
2437,F,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8,0.22
2438,I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6,0.13
2439,M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,0.24
2440,M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10,0.24
2441,M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,0.05
2442,F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,0.36
2443,F,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,0.2
2444,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,0.51
2445,F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10,0.19
2446,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12,0.15
2447,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,0.28
2448,I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8,0.09
2449,F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11,0.24
2450,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14,0.23
2451,M,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9,0.05
2452,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7,0.13
2453,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10,0.14
2454,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10,0.22
2455,M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10,0.34
2456,I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9,0.1
2457,F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9,0.31
2458,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,0.28
2459,F,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10,0.27
2460,F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11,0.19
2461,M,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,9,0.22
2462,I,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7,0.1
2463,M,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15,0.6
2464,M,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11,0.29
2465,M,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9,0.45
2466,F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23,0.97
2467,F,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9,0.19
2468,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13,0.41
2469,I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,0.07
2470,F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8,0.32
2471,M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14,0.36
2472,F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9,0.33
2473,M,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8,0.23
2474,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10,0.37
2475,M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8,0.12
2476,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4,0.01
2477,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7,0.09
2478,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,0.04
2479,M,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11,0.48
2480,F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,0.3
2481,M,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11,0.33
2482,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,0.05
2483,I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10,0.62
2484,I,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7,0.15
2485,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10,0.47
2486,F,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20,0.28
2487,I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5,0.02
2488,I,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5,0.02
2489,F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,0.15
2490,F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20,0.35
2491,F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10,0.09
2492,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8,0.05
2493,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12,0.17
2494,M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11,0.8
2495,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10,0.26
2496,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,0.09
2497,F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10,0.35
2498,I,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,0.08
2499,F,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8,0.36
2500,I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8,0.14
2501,M,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10,0.32
2502,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12,0.38
2503,I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8,0.11
2504,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10,0.18
2505,I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3,0.01
2506,I,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9,0.21
2507,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9,0.15
2508,F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10,0.07
2509,I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4,0.01
2510,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,0.14
2511,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8,0.08
2512,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,0.06
2513,I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,0.07
2514,I,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6,0.04
2515,M,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10,0.45
2516,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14,0.28
2517,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,0.09
2518,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15,0.23
2519,F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10,0.31
2520,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,0.16
2521,M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8,0.13
2522,M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14,0.4
2523,M,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,8,0.37
2524,I,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11,0.13
2525,F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10,0.5
2526,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7,0.04
2527,M,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11,0.27
2528,I,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8,0.05
2529,F,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,0.27
2530,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12,0.42
2532,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10,0.24
2533,F,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10,0.26
2534,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10,0.28
2535,M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16,0.2
2536,F,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14,0.24
2537,I,0.56,0.42,0.14,0.837,0.414,0.214,0.2,8,0.22
2538,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8,0.17
2539,M,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10,0.22
2540,I,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7,0.05
2541,I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,0.03
2542,M,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10,0.01
2543,F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,0.27
2544,M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,0.29
2545,M,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6,0.04
2546,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11,0.42
2547,F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,0.5
2548,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10,0.18
2549,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9,0.4
2550,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9,0.15
2551,M,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17,0.41
2552,F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11,0.26
2553,F,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14,0.77
2554,M,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12,0.63
2555,M,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11,0.9
2556,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8,0.3
2557,I,0.395,0.31,0.095,0.313,0.131,0.072,0.093,7,0.09
2558,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15,0.38
2559,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9,0.23
2560,I,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,8,0.17
2561,I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10,0.2
2562,I,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7,0.1
2563,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,0.18
2564,I,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11,0.11
2565,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17,0.37
2566,M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9,0.16
2567,M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10,0.31
2568,F,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14,0.31
2569,F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16,0.27
2570,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10,0.27
2571,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,0.12
2572,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11,0.24
2573,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14,0.27
2575,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11,0.58
2576,I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10,0.22
2577,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,0.31
2578,M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12,0.76
2579,I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8,0.17
2580,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9,0.16
2581,F,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10,0.29
2582,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10,0.22
2583,F,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10,0.16
2584,F,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,11,0.32
2585,M,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15,0.47
2586,F,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,0.24
2587,I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5,0.02
2588,M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9,0.21
2589,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15,0.51
2590,M,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10,0.29
2591,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12,0.13
2592,M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7,0.16
2593,F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10,0.16
2594,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10,0.23
2595,M,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10,0.38
2596,F,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8,0.15
2597,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22,0.24
2598,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12,0.14
2599,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23,0.41
2600,M,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11,0.1
2601,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8,0.21
2602,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13,0.6
2603,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,0.05
2604,M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13,0.47
2605,I,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6,0.07
2606,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,0.36
2607,I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,0.12
2608,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11,0.25
2609,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,0.15
2610,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9,0.44
2611,M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,0.2
2612,F,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15,0.63
2613,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14,0.18
2614,M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,0.06
2615,F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,0.37
2616,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9,0.12
2617,I,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6,0.02
2618,M,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9,0.17
2619,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9,0.21
2620,F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15,0.36
2621,I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,0.02
2622,I,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6,0.04
2623,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10,0.36
2624,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7,0.07
2625,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,0.36
2626,M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10,0.38
2627,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9,0.29
2628,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16,0.14
2629,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15,0.35
2630,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7,0.16
2631,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7,0.05
2632,F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11,0.35
2633,M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19,0.29
2634,F,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10,0.23
2635,I,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6,0.19
2636,F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10,0.34
2637,I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14,0.15
2638,M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11,0.53
2639,M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9,0.25
2640,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,0.08
2641,M,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10,0.11
2642,I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9,0.14
2643,I,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5,0.01
2644,M,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,0.13
2645,I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5,0.01
2646,I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10,0.2
2647,I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8,0.08
2648,F,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7,0.13
2649,M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10,0.22
2650,F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10,0.29
2651,I,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10,0.3
2652,M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11,0.36
2653,I,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9,0.19
2654,M,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,0.16
2655,F,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13,0.37
2656,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,0.13
2657,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8,0.17
2658,M,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15,0.36
2659,M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10,0.25
2660,I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7,0.04
2661,M,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8,0.26
2662,I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8,0.08
2663,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13,0.55
2664,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6,0.12
2665,M,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,0.19
2666,M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11,0.22
2667,I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6,0.07
2668,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10,0.33
2669,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7,0.15
2670,M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8,0.15
2671,M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11,0.16
2672,F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,10,0.47
2673,I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8,0.04
2674,F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8,0.2
2675,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,0.31
2676,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8,0.17
2677,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9,0.07
2678,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12,0.33
2679,M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22,0.25
2680,I,0.54,0.415,0.135,0.709,0.3195,0.174,0.185,9,0.2
2681,I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5,0.07
2682,F,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17,0.49
2683,I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6,0.08
2685,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9,0.15
2686,M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9,0.2
2687,I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9,0.15
2688,F,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10,0.14
2689,M,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7,0.07
2690,I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,0.18
2691,F,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,0.2
2692,I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6,0.08
2693,I,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7,0.11
2694,F,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11,0.33
2695,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10,0.2
2696,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10,0.27
2697,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8,0.26
2698,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11,0.36
2699,F,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7,0.07
2700,F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14,0.43
2701,M,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7,0.2
2702,F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18,0.14
2703,M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11,0.13
2704,F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,0.15
2705,I,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4,0.01
2706,M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,0.24
2707,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7,0.26
2708,F,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17,0.42
2709,M,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7,0.06
2710,I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,0.04
2711,F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9,0.3
2712,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,0.31
